   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	   11	99999	99999	99999	99999	99999	99999	99999	99999	
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	99999	99999	99999	99999	99999	99999	99999	99999	
    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	
    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	
    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	    6	
