0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.48738e-308	2.48738e-308	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	
0	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	
0	0	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	0	
0.001	0.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	10.001	0	
0	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	
0	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	
9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	9.25596e+59	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	0	0	0	0	0	0	0	0	
0	0	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	99998	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
